Account,Txn Date,Value Date,Description,Ref/Cheque No.,Merchant,MCC,Category,Channel,Debit,Credit,Balance
XXXX-XXXX-9876,2021-08-03,2021-08-03,IMPS DR/RENT/HOME OWNER,IMPS320030,,,Housing,IMPS,23000.00,,703241.50
XXXX-XXXX-9876,2021-08-07,2021-08-07,ELECTRICITY BILL/NDPL/ONLINE,EB37618,,,Utilities,NET,1600.00,,701641.50
XXXX-XXXX-9876,2021-08-08,2021-08-08,WATER BILL/DJB/ONLINE,WB86214,,,Utilities,NET,350.00,,701291.50
XXXX-XXXX-9876,2021-08-14,2021-08-14,CC Payment HDFC Regalia XXXX-4321,NACH883796,,,Debt Payment,NACH,13000.00,,688291.50
XXXX-XXXX-9876,2021-08-15,2021-08-15,POS DR/BIGBASKET/DELHI,POS374526,BigBasket,5411,Groceries,POS,1890.00,,686401.50
XXXX-XXXX-9876,2021-08-22,2021-08-22,POS DR/BIGBASKET/DELHI,POS239046,BigBasket,5411,Groceries,POS,1580.00,,684821.50
XXXX-XXXX-9876,2021-08-29,2021-08-29,POS DR/BIGBASKET/DELHI,POS960059,BigBasket,5411,Groceries,POS,1890.00,,682931.50
XXXX-XXXX-9876,2021-08-15,2021-08-15,POS DR/BPCL FUEL PUMP/DELHI,POS218150,BPCL,5541,Transport,POS,1800.00,,681131.50
XXXX-XXXX-9876,2021-08-28,2021-08-28,POS DR/BPCL FUEL PUMP/DELHI,POS342623,BPCL,5541,Transport,POS,1800.00,,679331.50
XXXX-XXXX-9876,2021-08-19,2021-08-19,POS DR/SWIGGY/FOOD ORDER,POS266792,Swiggy,5814,Dining,POS,350.00,,678981.50
XXXX-XXXX-9876,2021-08-22,2021-08-22,POS DR/SWIGGY/FOOD ORDER,POS615580,Swiggy,5814,Dining,POS,350.00,,678631.50
XXXX-XXXX-9876,2021-08-18,2021-08-18,UPI CR/***@oksbi/Refund,UPI814696,,,Refund,UPI,,2500.00,681131.50
XXXX-XXXX-9876,2021-08-10,2021-08-10,SI POS/NETFLIX.COM/Subscriptions,SI63139,,,Subscriptions,SI,649.00,,680482.50
XXXX-XXXX-9876,2021-08-11,2021-08-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI416618,,,Telecom,UPI,399.00,,680083.50
XXXX-XXXX-9876,2021-08-27,2021-08-27,INT CR/SB INTEREST,INT59296,,,Interest,AUTO,,45.75,680129.25
XXXX-XXXX-9876,2021-09-01,2021-09-01,NEFT CR/Salary CREDIT/SEP 2021,NEFT2109S,Employer: TechNova Solutions,,Income,NEFT,,81120.00,761249.25
XXXX-XXXX-9876,2021-09-03,2021-09-03,IMPS DR/RENT/HOME OWNER,IMPS431431,,,Housing,IMPS,23000.00,,738249.25
XXXX-XXXX-9876,2021-09-07,2021-09-07,ELECTRICITY BILL/NDPL/ONLINE,EB25847,,,Utilities,NET,1850.00,,736399.25
XXXX-XXXX-9876,2021-09-08,2021-09-08,WATER BILL/DJB/ONLINE,WB10228,,,Utilities,NET,480.00,,735919.25
XXXX-XXXX-9876,2021-09-14,2021-09-14,CC Payment HDFC Regalia XXXX-4321,NACH979871,,,Debt Payment,NACH,15000.00,,720919.25
XXXX-XXXX-9876,2021-09-05,2021-09-05,POS DR/BIGBASKET/DELHI,POS225872,BigBasket,5411,Groceries,POS,1725.00,,719194.25
XXXX-XXXX-9876,2021-09-12,2021-09-12,POS DR/BIGBASKET/DELHI,POS847659,BigBasket,5411,Groceries,POS,1350.00,,717844.25
XXXX-XXXX-9876,2021-09-19,2021-09-19,POS DR/BIGBASKET/DELHI,POS875849,BigBasket,5411,Groceries,POS,1100.00,,716744.25
XXXX-XXXX-9876,2021-09-26,2021-09-26,POS DR/BIGBASKET/DELHI,POS365512,BigBasket,5411,Groceries,POS,1580.00,,715164.25
XXXX-XXXX-9876,2021-09-15,2021-09-15,POS DR/IOCL FUEL PUMP/DELHI,POS511984,IOCL,5541,Transport,POS,1200.00,,713964.25
XXXX-XXXX-9876,2021-09-28,2021-09-28,POS DR/IOCL FUEL PUMP/DELHI,POS478231,IOCL,5541,Transport,POS,1200.00,,712764.25
XXXX-XXXX-9876,2021-09-13,2021-09-13,POS DR/SWIGGY/FOOD ORDER,POS394269,Swiggy,5814,Dining,POS,350.00,,712414.25
XXXX-XXXX-9876,2021-09-20,2021-09-20,POS DR/SWIGGY/FOOD ORDER,POS154124,Swiggy,5814,Dining,POS,350.00,,712064.25
XXXX-XXXX-9876,2021-09-18,2021-09-18,UPI CR/***@oksbi/Refund,UPI975221,,,Refund,UPI,,2000.00,714064.25
XXXX-XXXX-9876,2021-09-10,2021-09-10,SI POS/NETFLIX.COM/Subscriptions,SI93225,,,Subscriptions,SI,649.00,,713415.25
XXXX-XXXX-9876,2021-09-11,2021-09-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI256148,,,Telecom,UPI,399.00,,713016.25
XXXX-XXXX-9876,2021-09-25,2021-09-25,POS DR/INDIGO AIRLINES/TICKET,POS635783,IndiGo,4511,Travel,POS,8200.00,,704816.25
XXXX-XXXX-9876,2021-09-27,2021-09-27,INT CR/SB INTEREST,INT58935,,,Interest,AUTO,,45.75,704862.00
XXXX-XXXX-9876,2021-10-01,2021-10-01,NEFT CR/Salary CREDIT/OCT 2021,NEFT2110S,Employer: TechNova Solutions,,Income,NEFT,,81120.00,785982.00
XXXX-XXXX-9876,2021-10-03,2021-10-03,IMPS DR/RENT/HOME OWNER,IMPS923281,,,Housing,IMPS,23000.00,,762982.00
XXXX-XXXX-9876,2021-10-07,2021-10-07,ELECTRICITY BILL/NDPL/ONLINE,EB66065,,,Utilities,NET,1600.00,,761382.00
XXXX-XXXX-9876,2021-10-08,2021-10-08,WATER BILL/DJB/ONLINE,WB92692,,,Utilities,NET,520.00,,760862.00
XXXX-XXXX-9876,2021-10-14,2021-10-14,CC Payment HDFC Regalia XXXX-4321,NACH854526,,,Debt Payment,NACH,13000.00,,747862.00
XXXX-XXXX-9876,2021-10-10,2021-10-10,POS DR/BIGBASKET/DELHI,POS151879,BigBasket,5411,Groceries,POS,1100.00,,746762.00
XXXX-XXXX-9876,2021-10-17,2021-10-17,POS DR/BIGBASKET/DELHI,POS572761,BigBasket,5411,Groceries,POS,1725.00,,745037.00
XXXX-XXXX-9876,2021-10-24,2021-10-24,POS DR/BIGBASKET/DELHI,POS889229,BigBasket,5411,Groceries,POS,1890.00,,743147.00
XXXX-XXXX-9876,2021-10-31,2021-10-31,POS DR/BIGBASKET/DELHI,POS775797,BigBasket,5411,Groceries,POS,1350.00,,741797.00
XXXX-XXXX-9876,2021-10-15,2021-10-15,POS DR/IOCL FUEL PUMP/DELHI,POS151356,IOCL,5541,Transport,POS,2200.00,,739597.00
XXXX-XXXX-9876,2021-10-28,2021-10-28,POS DR/BPCL FUEL PUMP/DELHI,POS279057,BPCL,5541,Transport,POS,1500.00,,738097.00
XXXX-XXXX-9876,2021-10-20,2021-10-20,POS DR/SWIGGY/FOOD ORDER,POS395432,Swiggy,5814,Dining,POS,620.00,,737477.00
XXXX-XXXX-9876,2021-10-22,2021-10-22,POS DR/SWIGGY/FOOD ORDER,POS368165,Swiggy,5814,Dining,POS,620.00,,736857.00
XXXX-XXXX-9876,2021-10-18,2021-10-18,UPI CR/***@oksbi/Refund,UPI874931,,,Refund,UPI,,2000.00,738857.00
XXXX-XXXX-9876,2021-10-10,2021-10-10,SI POS/NETFLIX.COM/Subscriptions,SI63242,,,Subscriptions,SI,649.00,,738208.00
XXXX-XXXX-9876,2021-10-11,2021-10-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI787860,,,Telecom,UPI,399.00,,737809.00
XXXX-XXXX-9876,2021-10-25,2021-10-25,POS DR/INDIGO AIRLINES/TICKET,POS801367,IndiGo,4511,Travel,POS,8200.00,,729609.00
XXXX-XXXX-9876,2021-10-27,2021-10-27,INT CR/SB INTEREST,INT31932,,,Interest,AUTO,,45.75,729654.75
XXXX-XXXX-9876,2021-11-01,2021-11-01,NEFT CR/Salary CREDIT/NOV 2021,NEFT2111S,Employer: TechNova Solutions,,Income,NEFT,,84364.80,814019.55
XXXX-XXXX-9876,2021-11-03,2021-11-03,IMPS DR/RENT/HOME OWNER,IMPS774449,,,Housing,IMPS,23000.00,,791019.55
XXXX-XXXX-9876,2021-11-07,2021-11-07,ELECTRICITY BILL/NDPL/ONLINE,EB31188,,,Utilities,NET,1600.00,,789419.55
XXXX-XXXX-9876,2021-11-08,2021-11-08,WATER BILL/DJB/ONLINE,WB37246,,,Utilities,NET,520.00,,788899.55
XXXX-XXXX-9876,2021-11-14,2021-11-14,CC Payment HDFC Regalia XXXX-4321,NACH574990,,,Debt Payment,NACH,13000.00,,775899.55
XXXX-XXXX-9876,2021-11-21,2021-11-21,POS DR/BIGBASKET/DELHI,POS896129,BigBasket,5411,Groceries,POS,1580.00,,774319.55
XXXX-XXXX-9876,2021-11-28,2021-11-28,POS DR/BIGBASKET/DELHI,POS548185,BigBasket,5411,Groceries,POS,1725.00,,772594.55
XXXX-XXXX-9876,2021-11-15,2021-11-15,POS DR/HPCL FUEL PUMP/DELHI,POS355942,HPCL,5541,Transport,POS,1500.00,,771094.55
XXXX-XXXX-9876,2021-11-28,2021-11-28,POS DR/HPCL FUEL PUMP/DELHI,POS458566,HPCL,5541,Transport,POS,1500.00,,769594.55
XXXX-XXXX-9876,2021-11-05,2021-11-05,POS DR/SWIGGY/FOOD ORDER,POS350742,Swiggy,5814,Dining,POS,620.00,,768974.55
XXXX-XXXX-9876,2021-11-24,2021-11-24,POS DR/SWIGGY/FOOD ORDER,POS370907,Swiggy,5814,Dining,POS,620.00,,768354.55
XXXX-XXXX-9876,2021-11-18,2021-11-18,UPI CR/***@oksbi/Refund,UPI948673,,,Refund,UPI,,1500.00,769854.55
XXXX-XXXX-9876,2021-11-10,2021-11-10,SI POS/NETFLIX.COM/Subscriptions,SI12632,,,Subscriptions,SI,649.00,,769205.55
XXXX-XXXX-9876,2021-11-11,2021-11-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI886072,,,Telecom,UPI,399.00,,768806.55
XXXX-XXXX-9876,2021-11-27,2021-11-27,INT CR/SB INTEREST,INT78703,,,Interest,AUTO,,45.75,768852.30
XXXX-XXXX-9876,2021-12-01,2021-12-01,NEFT CR/Salary CREDIT/DEC 2021,NEFT2112S,Employer: TechNova Solutions,,Income,NEFT,,84364.80,853217.10
XXXX-XXXX-9876,2021-12-03,2021-12-03,IMPS DR/RENT/HOME OWNER,IMPS320206,,,Housing,IMPS,23000.00,,830217.10
XXXX-XXXX-9876,2021-12-07,2021-12-07,ELECTRICITY BILL/NDPL/ONLINE,EB59396,,,Utilities,NET,1850.00,,828367.10
XXXX-XXXX-9876,2021-12-08,2021-12-08,WATER BILL/DJB/ONLINE,WB54328,,,Utilities,NET,350.00,,828017.10
XXXX-XXXX-9876,2021-12-14,2021-12-14,CC Payment HDFC Regalia XXXX-4321,NACH390996,,,Debt Payment,NACH,17000.00,,811017.10
XXXX-XXXX-9876,2021-12-05,2021-12-05,POS DR/BIGBASKET/DELHI,POS477639,BigBasket,5411,Groceries,POS,1890.00,,809127.10
XXXX-XXXX-9876,2021-12-12,2021-12-12,POS DR/BIGBASKET/DELHI,POS820112,BigBasket,5411,Groceries,POS,1350.00,,807777.10
XXXX-XXXX-9876,2021-12-19,2021-12-19,POS DR/BIGBASKET/DELHI,POS654933,BigBasket,5411,Groceries,POS,1890.00,,805887.10
XXXX-XXXX-9876,2021-12-26,2021-12-26,POS DR/BIGBASKET/DELHI,POS197096,BigBasket,5411,Groceries,POS,1350.00,,804537.10
XXXX-XXXX-9876,2021-12-15,2021-12-15,POS DR/IOCL FUEL PUMP/DELHI,POS503241,IOCL,5541,Transport,POS,1500.00,,803037.10
XXXX-XXXX-9876,2021-12-28,2021-12-28,POS DR/IOCL FUEL PUMP/DELHI,POS552813,IOCL,5541,Transport,POS,2200.00,,800837.10
XXXX-XXXX-9876,2021-12-02,2021-12-02,POS DR/SWIGGY/FOOD ORDER,POS133809,Swiggy,5814,Dining,POS,480.00,,800357.10
XXXX-XXXX-9876,2021-12-16,2021-12-16,POS DR/SWIGGY/FOOD ORDER,POS843977,Swiggy,5814,Dining,POS,750.00,,799607.10
XXXX-XXXX-9876,2021-12-18,2021-12-18,UPI CR/***@oksbi/Refund,UPI900787,,,Refund,UPI,,2500.00,802107.10
XXXX-XXXX-9876,2021-12-10,2021-12-10,SI POS/NETFLIX.COM/Subscriptions,SI86962,,,Subscriptions,SI,649.00,,801458.10
XXXX-XXXX-9876,2021-12-11,2021-12-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI613618,,,Telecom,UPI,399.00,,801059.10
XXXX-XXXX-9876,2021-12-25,2021-12-25,POS DR/INDIGO AIRLINES/TICKET,POS965693,IndiGo,4511,Travel,POS,8200.00,,792859.10
XXXX-XXXX-9876,2021-12-27,2021-12-27,INT CR/SB INTEREST,INT71361,,,Interest,AUTO,,45.75,792904.85
XXXX-XXXX-9876,2022-01-01,2022-01-01,NEFT CR/Salary CREDIT/JAN 2022,NEFT2201S,Employer: TechNova Solutions,,Income,NEFT,,84364.80,877269.65
XXXX-XXXX-9876,2022-01-03,2022-01-03,IMPS DR/RENT/HOME OWNER,IMPS570758,,,Housing,IMPS,23000.00,,854269.65
XXXX-XXXX-9876,2022-01-07,2022-01-07,ELECTRICITY BILL/NDPL/ONLINE,EB42566,,,Utilities,NET,1600.00,,852669.65
XXXX-XXXX-9876,2022-01-08,2022-01-08,WATER BILL/DJB/ONLINE,WB39333,,,Utilities,NET,420.00,,852249.65
XXXX-XXXX-9876,2022-01-14,2022-01-14,CC Payment HDFC Regalia XXXX-4321,NACH647740,,,Debt Payment,NACH,13000.00,,839249.65
XXXX-XXXX-9876,2022-01-02,2022-01-02,POS DR/BIGBASKET/DELHI,POS965489,BigBasket,5411,Groceries,POS,1100.00,,838149.65
XXXX-XXXX-9876,2022-01-09,2022-01-09,POS DR/BIGBASKET/DELHI,POS189132,BigBasket,5411,Groceries,POS,1725.00,,836424.65
XXXX-XXXX-9876,2022-01-16,2022-01-16,POS DR/BIGBASKET/DELHI,POS914598,BigBasket,5411,Groceries,POS,1890.00,,834534.65
XXXX-XXXX-9876,2022-01-23,2022-01-23,POS DR/BIGBASKET/DELHI,POS101432,BigBasket,5411,Groceries,POS,1100.00,,833434.65
XXXX-XXXX-9876,2022-01-30,2022-01-30,POS DR/BIGBASKET/DELHI,POS343874,BigBasket,5411,Groceries,POS,1350.00,,832084.65
XXXX-XXXX-9876,2022-01-15,2022-01-15,POS DR/BPCL FUEL PUMP/DELHI,POS776861,BPCL,5541,Transport,POS,1200.00,,830884.65
XXXX-XXXX-9876,2022-01-28,2022-01-28,POS DR/BPCL FUEL PUMP/DELHI,POS234182,BPCL,5541,Transport,POS,1800.00,,829084.65
XXXX-XXXX-9876,2022-01-13,2022-01-13,POS DR/SWIGGY/FOOD ORDER,POS767199,Swiggy,5814,Dining,POS,890.00,,828194.65
XXXX-XXXX-9876,2022-01-27,2022-01-27,POS DR/SWIGGY/FOOD ORDER,POS832516,Swiggy,5814,Dining,POS,750.00,,827444.65
XXXX-XXXX-9876,2022-01-18,2022-01-18,UPI CR/***@oksbi/Refund,UPI900948,,,Refund,UPI,,1000.00,828444.65
XXXX-XXXX-9876,2022-01-10,2022-01-10,SI POS/NETFLIX.COM/Subscriptions,SI23034,,,Subscriptions,SI,649.00,,827795.65
XXXX-XXXX-9876,2022-01-11,2022-01-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI173769,,,Telecom,UPI,399.00,,827396.65
XXXX-XXXX-9876,2022-01-25,2022-01-25,UPI DR/OLA CABS/***@okicici,UPI301013,Ola,4121,Transport,UPI,540.00,,826856.65
XXXX-XXXX-9876,2022-01-27,2022-01-27,INT CR/SB INTEREST,INT39305,,,Interest,AUTO,,45.75,826902.40
XXXX-XXXX-9876,2022-02-01,2022-02-01,NEFT CR/Salary CREDIT/FEB 2022,NEFT2202S,Employer: TechNova Solutions,,Income,NEFT,,84364.80,911267.20
XXXX-XXXX-9876,2022-02-03,2022-02-03,IMPS DR/RENT/HOME OWNER,IMPS928885,,,Housing,IMPS,23000.00,,888267.20
XXXX-XXXX-9876,2022-02-07,2022-02-07,ELECTRICITY BILL/NDPL/ONLINE,EB88782,,,Utilities,NET,1600.00,,886667.20
XXXX-XXXX-9876,2022-02-08,2022-02-08,WATER BILL/DJB/ONLINE,WB11371,,,Utilities,NET,480.00,,886187.20
XXXX-XXXX-9876,2022-02-14,2022-02-14,CC Payment HDFC Regalia XXXX-4321,NACH392137,,,Debt Payment,NACH,17000.00,,869187.20
XXXX-XXXX-9876,2022-02-06,2022-02-06,POS DR/BIGBASKET/DELHI,POS775886,BigBasket,5411,Groceries,POS,1580.00,,867607.20
XXXX-XXXX-9876,2022-02-13,2022-02-13,POS DR/BIGBASKET/DELHI,POS598392,BigBasket,5411,Groceries,POS,1350.00,,866257.20
XXXX-XXXX-9876,2022-02-20,2022-02-20,POS DR/BIGBASKET/DELHI,POS346172,BigBasket,5411,Groceries,POS,1890.00,,864367.20
XXXX-XXXX-9876,2022-02-27,2022-02-27,POS DR/BIGBASKET/DELHI,POS359059,BigBasket,5411,Groceries,POS,1890.00,,862477.20
XXXX-XXXX-9876,2022-02-15,2022-02-15,POS DR/HPCL FUEL PUMP/DELHI,POS838882,HPCL,5541,Transport,POS,2200.00,,860277.20
XXXX-XXXX-9876,2022-02-28,2022-02-28,POS DR/BPCL FUEL PUMP/DELHI,POS157995,BPCL,5541,Transport,POS,1800.00,,858477.20
XXXX-XXXX-9876,2022-02-02,2022-02-02,POS DR/SWIGGY/FOOD ORDER,POS807225,Swiggy,5814,Dining,POS,750.00,,857727.20
XXXX-XXXX-9876,2022-02-11,2022-02-11,POS DR/SWIGGY/FOOD ORDER,POS185031,Swiggy,5814,Dining,POS,750.00,,856977.20
XXXX-XXXX-9876,2022-02-18,2022-02-18,UPI CR/***@oksbi/Refund,UPI369752,,,Refund,UPI,,1500.00,858477.20
XXXX-XXXX-9876,2022-02-10,2022-02-10,SI POS/NETFLIX.COM/Subscriptions,SI97471,,,Subscriptions,SI,649.00,,857828.20
XXXX-XXXX-9876,2022-02-11,2022-02-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI544934,,,Telecom,UPI,399.00,,857429.20
XXXX-XXXX-9876,2022-02-27,2022-02-27,BANK CHARGES/CONSOLIDATED,BNK14469,,,Bank Charges,NET,29.50,,857399.70
XXXX-XXXX-9876,2022-03-01,2022-03-01,NEFT CR/Salary CREDIT/MAR 2022,NEFT2203S,Employer: TechNova Solutions,,Income,NEFT,,84364.80,941764.50
XXXX-XXXX-9876,2022-03-03,2022-03-03,IMPS DR/RENT/HOME OWNER,IMPS829623,,,Housing,IMPS,23000.00,,918764.50
XXXX-XXXX-9876,2022-03-07,2022-03-07,ELECTRICITY BILL/NDPL/ONLINE,EB54309,,,Utilities,NET,1950.00,,916814.50
XXXX-XXXX-9876,2022-03-08,2022-03-08,WATER BILL/DJB/ONLINE,WB57489,,,Utilities,NET,520.00,,916294.50
XXXX-XXXX-9876,2022-03-14,2022-03-14,CC Payment HDFC Regalia XXXX-4321,NACH107081,,,Debt Payment,NACH,13000.00,,903294.50
XXXX-XXXX-9876,2022-03-06,2022-03-06,POS DR/BIGBASKET/DELHI,POS875033,BigBasket,5411,Groceries,POS,1580.00,,901714.50
XXXX-XXXX-9876,2022-03-13,2022-03-13,POS DR/BIGBASKET/DELHI,POS170708,BigBasket,5411,Groceries,POS,1890.00,,899824.50
XXXX-XXXX-9876,2022-03-20,2022-03-20,POS DR/BIGBASKET/DELHI,POS619774,BigBasket,5411,Groceries,POS,1350.00,,898474.50
XXXX-XXXX-9876,2022-03-27,2022-03-27,POS DR/BIGBASKET/DELHI,POS426857,BigBasket,5411,Groceries,POS,1350.00,,897124.50
XXXX-XXXX-9876,2022-03-15,2022-03-15,POS DR/HPCL FUEL PUMP/DELHI,POS587707,HPCL,5541,Transport,POS,1500.00,,895624.50
XXXX-XXXX-9876,2022-03-28,2022-03-28,POS DR/HPCL FUEL PUMP/DELHI,POS897411,HPCL,5541,Transport,POS,1800.00,,893824.50
XXXX-XXXX-9876,2022-03-06,2022-03-06,POS DR/SWIGGY/FOOD ORDER,POS619846,Swiggy,5814,Dining,POS,890.00,,892934.50
XXXX-XXXX-9876,2022-03-16,2022-03-16,POS DR/SWIGGY/FOOD ORDER,POS296412,Swiggy,5814,Dining,POS,890.00,,892044.50
XXXX-XXXX-9876,2022-03-18,2022-03-18,UPI CR/***@oksbi/Refund,UPI334172,,,Refund,UPI,,2500.00,894544.50
XXXX-XXXX-9876,2022-03-10,2022-03-10,SI POS/NETFLIX.COM/Subscriptions,SI64660,,,Subscriptions,SI,649.00,,893895.50
XXXX-XXXX-9876,2022-03-11,2022-03-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI797611,,,Telecom,UPI,399.00,,893496.50
XXXX-XXXX-9876,2022-03-25,2022-03-25,UPI DR/OLA CABS/***@okicici,UPI512572,Ola,4121,Transport,UPI,540.00,,892956.50
XXXX-XXXX-9876,2022-03-27,2022-03-27,BANK CHARGES/CONSOLIDATED,BNK13097,,,Bank Charges,NET,29.50,,892927.00
XXXX-XXXX-9876,2022-04-01,2022-04-01,NEFT CR/Salary CREDIT/APR 2022,NEFT2204S,Employer: TechNova Solutions,,Income,NEFT,,84364.80,977291.80
XXXX-XXXX-9876,2022-04-03,2022-04-03,IMPS DR/RENT/HOME OWNER,IMPS725084,,,Housing,IMPS,23000.00,,954291.80
XXXX-XXXX-9876,2022-04-07,2022-04-07,ELECTRICITY BILL/NDPL/ONLINE,EB28600,,,Utilities,NET,1950.00,,952341.80
XXXX-XXXX-9876,2022-04-08,2022-04-08,WATER BILL/DJB/ONLINE,WB16794,,,Utilities,NET,350.00,,951991.80
XXXX-XXXX-9876,2022-04-14,2022-04-14,CC Payment HDFC Regalia XXXX-4321,NACH512427,,,Debt Payment,NACH,13000.00,,938991.80
XXXX-XXXX-9876,2022-04-10,2022-04-10,POS DR/BIGBASKET/DELHI,POS846622,BigBasket,5411,Groceries,POS,1725.00,,937266.80
XXXX-XXXX-9876,2022-04-17,2022-04-17,POS DR/BIGBASKET/DELHI,POS868316,BigBasket,5411,Groceries,POS,1580.00,,935686.80
XXXX-XXXX-9876,2022-04-24,2022-04-24,POS DR/BIGBASKET/DELHI,POS183216,BigBasket,5411,Groceries,POS,1100.00,,934586.80
XXXX-XXXX-9876,2022-04-15,2022-04-15,POS DR/HPCL FUEL PUMP/DELHI,POS299946,HPCL,5541,Transport,POS,1800.00,,932786.80
XXXX-XXXX-9876,2022-04-28,2022-04-28,POS DR/HPCL FUEL PUMP/DELHI,POS133442,HPCL,5541,Transport,POS,2200.00,,930586.80
XXXX-XXXX-9876,2022-04-16,2022-04-16,POS DR/SWIGGY/FOOD ORDER,POS979888,Swiggy,5814,Dining,POS,750.00,,929836.80
XXXX-XXXX-9876,2022-04-29,2022-04-29,POS DR/SWIGGY/FOOD ORDER,POS447810,Swiggy,5814,Dining,POS,620.00,,929216.80
XXXX-XXXX-9876,2022-04-18,2022-04-18,UPI CR/***@oksbi/Refund,UPI563926,,,Refund,UPI,,1500.00,930716.80
XXXX-XXXX-9876,2022-04-10,2022-04-10,SI POS/NETFLIX.COM/Subscriptions,SI24281,,,Subscriptions,SI,649.00,,930067.80
XXXX-XXXX-9876,2022-04-11,2022-04-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI103010,,,Telecom,UPI,399.00,,929668.80
XXXX-XXXX-9876,2022-04-25,2022-04-25,POS DR/INDIGO AIRLINES/TICKET,POS540593,IndiGo,4511,Travel,POS,8200.00,,921468.80
XXXX-XXXX-9876,2022-04-27,2022-04-27,INT CR/SB INTEREST,INT26214,,,Interest,AUTO,,45.75,921514.55
XXXX-XXXX-9876,2022-05-01,2022-05-01,NEFT CR/Salary CREDIT/MAY 2022,NEFT2205S,Employer: TechNova Solutions,,Income,NEFT,,84364.80,1005879.35
XXXX-XXXX-9876,2022-05-03,2022-05-03,IMPS DR/RENT/HOME OWNER,IMPS688386,,,Housing,IMPS,23000.00,,982879.35
XXXX-XXXX-9876,2022-05-07,2022-05-07,ELECTRICITY BILL/NDPL/ONLINE,EB37184,,,Utilities,NET,1950.00,,980929.35
XXXX-XXXX-9876,2022-05-08,2022-05-08,WATER BILL/DJB/ONLINE,WB56744,,,Utilities,NET,480.00,,980449.35
XXXX-XXXX-9876,2022-05-14,2022-05-14,CC Payment HDFC Regalia XXXX-4321,NACH192023,,,Debt Payment,NACH,17000.00,,963449.35
XXXX-XXXX-9876,2022-05-15,2022-05-15,POS DR/BIGBASKET/DELHI,POS839515,BigBasket,5411,Groceries,POS,1100.00,,962349.35
XXXX-XXXX-9876,2022-05-22,2022-05-22,POS DR/BIGBASKET/DELHI,POS305222,BigBasket,5411,Groceries,POS,1725.00,,960624.35
XXXX-XXXX-9876,2022-05-29,2022-05-29,POS DR/BIGBASKET/DELHI,POS667834,BigBasket,5411,Groceries,POS,1580.00,,959044.35
XXXX-XXXX-9876,2022-05-15,2022-05-15,POS DR/IOCL FUEL PUMP/DELHI,POS439014,IOCL,5541,Transport,POS,1500.00,,957544.35
XXXX-XXXX-9876,2022-05-28,2022-05-28,POS DR/IOCL FUEL PUMP/DELHI,POS131753,IOCL,5541,Transport,POS,2200.00,,955344.35
XXXX-XXXX-9876,2022-05-20,2022-05-20,POS DR/SWIGGY/FOOD ORDER,POS951259,Swiggy,5814,Dining,POS,480.00,,954864.35
XXXX-XXXX-9876,2022-05-27,2022-05-27,POS DR/SWIGGY/FOOD ORDER,POS142624,Swiggy,5814,Dining,POS,750.00,,954114.35
XXXX-XXXX-9876,2022-05-18,2022-05-18,UPI CR/***@oksbi/Refund,UPI493811,,,Refund,UPI,,1000.00,955114.35
XXXX-XXXX-9876,2022-05-10,2022-05-10,SI POS/NETFLIX.COM/Subscriptions,SI70824,,,Subscriptions,SI,649.00,,954465.35
XXXX-XXXX-9876,2022-05-11,2022-05-11,UPI DR/AIRTEL PREPAID/***@okaxis,UPI165619,,,Telecom,UPI,399.00,,954066.35
XXXX-XXXX-9876,2022-05-27,2022-05-27,BANK CHARGES/CONSOLIDATED,BNK35551,,,Bank Charges,NET,29.50,,954036.85
XXXX-XXXX-9876,2022-06-01,2022-06-01,NEFT CR/Salary CREDIT/JUN 2022,NEFT2206S,Employer: TechNova Solutions,,Income,NEFT,,84364.80,1038401.65
XXXX-XXXX-9876,2022-06-03,2022-06-03,IMPS DR/RENT/HOME OWNER,IMPS883587,,,Housing,IMPS,23000.00,,1015401.65
XXXX-XXXX-9876,2022-06-07,2022-06-07,ELECTRICITY BILL/NDPL/ONLINE,EB18238,,,Utilities,NET,1850.00,,1013551.65
XXXX-XXXX-9876,2022-06-08,2022-06-08,WATER BILL/DJB/ONLINE,WB57575,,,Utilities,NET,480.00,,1013071.65
XXXX-XXXX-9876,2022-06-14,2022-06-14,CC Payment HDFC Regalia XXXX-4321,NACH746948,,,Debt Payment,NACH,15000.00,,998071.65
XXXX-XXXX-9876,2022-06-05,2022-06-05,POS DR/BIGBASKET/DELHI,POS374907,BigBasket,5411,Groceries,POS,1100.00,,996971.65
XXXX-XXXX-9876,2022-06-12,2022-06-12,POS DR/BIGBASKET/DELHI,POS389019,BigBasket,5411,Groceries,POS,1580.00,,995391.65
XXXX-XXXX-9876,2022-06-19,2022-06-19,POS DR/BIGBASKET/DELHI,POS103954,BigBasket,5411,Groceries,POS,1580.00,,993811.65
XXXX-XXXX-9876,2022-06-26,2022-06-26,POS DR/BIGBASKET/DELHI,POS944794,BigBasket,5411,Groceries,POS,1890.00,,991921.65
